decision_id,episode_id,scenario_id,step_index,timestamp,region_id,robot_region,battery_soc,distance,estimated_move_time,estimated_energy,switch_cost,scene_weight,reachable,counterfactual_risk_gain
scenario_1_kitchen_pm_spike_ep00_d081,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,81,2026-08-01T09:40:30,B,C,87.52000000000014,5.656854249492381,12.570787221094179,0.9302382543609693,1.0,1.0,1,75.59698300780224
scenario_1_kitchen_pm_spike_ep00_d081,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,81,2026-08-01T09:40:30,C,C,87.52000000000014,0.0,0.0,0.0,0.0,1.0,1,298.33209008410074
scenario_1_kitchen_pm_spike_ep00_d081,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,81,2026-08-01T09:40:30,D,C,87.52000000000014,4.0,8.88888888888889,0.6577777777777778,1.0,1.0,1,77.96540539509658
scenario_1_kitchen_pm_spike_ep00_d084,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,84,2026-08-01T09:42:00,A,A,87.28000000000014,0.0,0.0,0.0,0.0,1.0,1,81.70098339405104
scenario_1_kitchen_pm_spike_ep00_d084,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,84,2026-08-01T09:42:00,B,A,87.28000000000014,4.0,8.88888888888889,0.6577777777777778,1.0,1.0,1,75.4287633545074
scenario_1_kitchen_pm_spike_ep00_d084,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,84,2026-08-01T09:42:00,C,A,87.28000000000014,4.0,8.88888888888889,0.6577777777777778,1.0,1.0,1,283.9859301893641
scenario_1_kitchen_pm_spike_ep00_d084,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,84,2026-08-01T09:42:00,D,A,87.28000000000014,5.656854249492381,12.570787221094179,0.9302382543609693,1.0,1.0,1,77.64994124193765
scenario_1_kitchen_pm_spike_ep00_d087,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,87,2026-08-01T09:43:30,A,B,87.04000000000015,4.0,8.88888888888889,0.6577777777777778,1.0,1.0,1,81.01275210489473
scenario_1_kitchen_pm_spike_ep00_d087,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,87,2026-08-01T09:43:30,B,B,87.04000000000015,0.0,0.0,0.0,0.0,1.0,1,75.13784999527456
scenario_1_kitchen_pm_spike_ep00_d087,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,87,2026-08-01T09:43:30,C,B,87.04000000000015,5.656854249492381,12.570787221094179,0.9302382543609693,1.0,1.0,1,270.42055185963216
